"nr","lwage_1980","educ_1980","black_1980","hisp_1980","exper_1980","married_1980","union_1980","hours_1980","lwage_1981","educ_1981","black_1981","hisp_1981","exper_1981","married_1981","union_1981","hours_1981","lwage_1982","educ_1982","black_1982","hisp_1982","exper_1982","married_1982","union_1982","hours_1982","lwage_1983","educ_1983","black_1983","hisp_1983","exper_1983","married_1983","union_1983","hours_1983","lwage_1984","educ_1984","black_1984","hisp_1984","exper_1984","married_1984","union_1984","hours_1984","lwage_1985","educ_1985","black_1985","hisp_1985","exper_1985","married_1985","union_1985","hours_1985","lwage_1986","educ_1986","black_1986","hisp_1986","exper_1986","married_1986","union_1986","hours_1986","lwage_1987","educ_1987","black_1987","hisp_1987","exper_1987","married_1987","union_1987","hours_1987"
4088,2.20425,13,0,0,4,0,0,2441,2.411656,13,0,0,5,0,0,2152,2.314658,13,0,0,6,0,0,2080,2.508169,13,0,0,7,0,0,2080,2.598837,13,0,0,8,0,0,2080,2.700374,13,0,0,9,0,0,2315,2.741447,13,0,0,10,1,0,2135,2.66344,13,0,0,11,1,0,2220
4091,2.564134,12,0,0,3,1,1,2112,2.510224,12,0,0,4,1,1,2080,2.593371,12,0,0,5,1,1,2080,2.563739,12,0,0,6,1,1,2080,2.465306,12,0,0,7,1,1,2080,2.61326,12,0,0,8,1,1,2080,2.645498,12,0,0,9,1,1,1880,2.282292,12,0,0,10,1,1,2080
4122,1.777172,16,0,0,0,1,0,2200,1.89712,16,0,0,1,1,0,2100,2.026976,16,0,0,2,1,0,2080,2.130875,16,0,0,3,1,0,2080,2.045452,16,0,0,4,1,0,2080,2.235965,16,0,0,5,1,0,2080,2.113619,16,0,0,6,1,0,2080,2.148761,16,0,0,7,1,0,2080
4127,1.171367,10,0,0,2,0,0,1920,1.843053,10,0,0,3,0,0,1216,1.161169,10,0,0,4,0,0,1648,0.9177726,10,0,0,5,0,0,1895,0.9271024,10,0,0,6,0,0,2020,1.455807,10,0,0,7,0,0,2080,1.373219,10,0,0,8,0,0,2080,1.448445,10,0,0,9,0,0,2080
4128,0.9933319,12,0,0,4,0,1,2049,0.984668,12,0,0,5,0,1,2600,1.242137,12,0,0,6,0,1,2207,1.784834,12,0,0,7,0,1,2450,1.833685,12,0,0,8,0,1,1900,1.517054,12,0,0,9,0,0,2075,1.628111,12,0,0,10,0,1,2600,1.426626,12,0,0,11,0,1,2600
4159,1.680458,11,0,0,2,0,1,2308,2.290006,11,0,0,3,0,1,1280,2.028579,11,0,0,4,0,1,1780,1.758649,11,0,0,5,1,1,2515,2.003093,11,0,0,6,1,1,2170,1.474595,11,0,0,7,0,0,2165,2.35203,11,0,0,8,1,0,2080,1.388474,11,0,0,9,1,0,2860
4204,1.195795,11,1,0,4,0,1,1606,1.397355,11,1,0,5,0,0,1978,1.517895,11,1,0,6,0,0,2080,1.786035,11,1,0,7,1,0,2080,1.251763,11,1,0,8,0,0,2300,1.306227,11,1,0,9,0,0,2196,1.448196,11,1,0,10,0,0,2490,1.364977,11,1,0,11,0,1,2440
4229,1.459484,12,0,0,2,0,0,1645,1.592909,12,0,0,3,0,0,2440,1.398367,12,0,0,4,0,0,2600,1.82072,12,0,0,5,0,0,2600,1.682546,12,0,0,6,0,0,2600,1.557776,12,0,0,7,0,0,2846,1.340429,12,0,0,8,0,0,3120,1.210275,12,0,0,9,0,0,3228
4258,2.117404,12,0,0,2,0,1,2114,2.267193,12,0,0,3,0,1,1898,1.991295,12,0,0,4,0,1,1940,2.140562,12,0,0,5,0,1,2056,2.168054,12,0,0,6,0,1,2080,1.936594,12,0,0,7,0,1,2046,1.601009,12,0,0,8,0,1,2805,1.711334,12,0,0,9,0,1,2416
4261,1.854152,6,0,0,9,1,0,1940,1.80513,6,0,0,10,1,0,2105,1.872825,6,0,0,11,0,0,2080,1.978112,6,0,0,12,1,0,2080,1.999408,6,0,0,13,0,1,2080,2.188746,6,0,0,14,0,0,2120,2.074398,6,0,0,15,0,0,2080,1.504885,6,0,0,16,0,0,990
4264,1.229391,10,0,1,4,1,0,2200,1.418341,10,0,1,5,1,0,2518,1.070392,10,0,1,6,1,1,2578,0.8207249,10,0,1,7,1,0,2570,1.236496,10,0,1,8,1,0,2640,1.291504,10,0,1,9,1,0,2600,1.360232,10,0,1,10,1,0,2600,1.034671,10,0,1,11,0,0,2716
4278,1.802248,12,0,0,3,1,0,2525,1.785329,12,0,0,4,1,0,2080,1.815667,12,0,0,5,1,0,2080,1.875983,12,0,0,6,1,0,2080,1.800329,12,0,0,7,1,0,2080,1.820029,12,0,0,8,1,0,2080,1.475532,12,0,0,9,1,0,2120,1.800216,12,0,0,10,1,0,2600
4297,2.112709,12,0,0,2,0,1,1605,2.229254,12,0,0,3,0,0,1980,1.533609,12,0,0,4,1,0,2920,1.638399,12,0,0,5,1,0,3120,1.699028,12,0,0,6,1,0,3069,1.617569,12,0,0,7,0,0,3284,1.630912,12,0,0,8,1,0,3565,1.704527,12,0,0,9,1,0,3475
4302,1.061953,11,0,0,2,0,0,765,1.016823,11,0,0,3,0,0,955,1.244216,11,0,0,4,0,0,650,1.169464,11,0,0,5,0,0,680,1.10581,11,0,0,6,0,0,1620,0.6375774,11,0,0,7,0,0,1250,0.6095416,11,0,0,8,0,0,1800,1.715748,11,0,0,9,1,0,2245
4321,1.721293,11,0,1,1,0,0,1820,1.981609,11,0,1,2,1,1,1985,1.209656,11,0,1,3,1,0,3140,1.467287,11,0,1,4,0,1,2600,1.797548,11,0,1,5,1,1,2080,2.153105,11,0,1,6,1,1,2040,1.991017,11,0,1,7,1,1,2080,2.183852,11,0,1,8,1,1,2080
4328,1.742113,12,0,0,4,0,0,1860,1.360413,12,0,0,5,0,0,1683,1.289858,12,0,0,6,0,0,2070,1.224947,12,0,0,7,0,0,2080,1.212543,12,0,0,8,0,0,2080,1.133723,12,0,0,9,0,0,2392,1.11282,12,0,0,10,0,0,2394,1.311341,12,0,0,11,0,0,2317
4332,0.4064126,12,0,0,2,0,0,501,0.040822,12,0,0,3,0,0,192,0.9911405,12,0,0,4,0,0,893,0.5125538,12,0,0,5,0,0,2186,0.7317799,12,0,0,6,0,0,1682,1.20764,12,0,0,7,0,0,2060,1.340429,12,0,0,8,0,0,2080,1.348406,12,0,0,9,0,0,2150
4335,1.54331,11,0,0,3,1,0,2080,1.683546,11,0,0,4,1,0,2080,1.479457,11,0,0,5,1,0,1800,1.150046,11,0,0,6,1,0,2080,1.142201,11,0,0,7,1,0,2120,1.708803,11,0,0,8,1,0,2080,1.745894,11,0,0,9,1,0,2080,1.706928,11,0,0,10,1,0,2080
4357,2.141147,12,0,0,3,0,1,2080,2.064174,12,0,0,4,0,1,1320,1.407256,12,0,0,5,1,0,2080,1.486518,12,0,0,6,1,0,2080,1.512647,12,0,0,7,1,0,2080,1.61643,12,0,0,8,1,0,2080,1.730627,12,0,0,9,1,1,1760,1.913385,12,0,0,10,1,1,1880
4365,-0.0352063,11,0,0,2,0,0,2750,0.2835241,11,0,0,3,0,0,2410,1.263471,11,0,0,4,1,0,1760,1.548087,11,0,0,5,1,0,2794,2.068997,11,0,0,6,1,0,984,1.490737,11,0,0,7,1,0,1826,1.775165,11,0,0,8,1,0,2020,1.125572,11,0,0,9,1,0,2480
4380,1.810905,13,0,0,4,0,1,2080,1.95139,13,0,0,5,0,1,2080,1.977312,13,0,0,6,1,1,2290,2.114796,13,0,0,7,1,1,2466,2.197042,13,0,0,8,1,1,2176,2.198225,13,0,0,9,1,0,2100,1.938266,13,0,0,10,1,0,2860,1.960461,13,0,0,11,0,0,2780
4394,1.630321,11,0,0,2,0,0,2080,2.089011,11,0,0,3,0,1,2080,2.015235,11,0,0,4,0,0,2305,2.034294,11,0,0,5,0,1,2100,2.088012,11,0,0,6,0,0,2080,1.797214,11,0,0,7,0,0,560,2.321258,11,0,0,8,0,0,1300,1.524607,11,0,0,9,0,0,2080
4510,1.304899,13,0,0,2,0,0,120,1.630491,13,0,0,3,0,1,1880,1.651838,13,0,0,4,0,0,2162,2.255269,13,0,0,5,0,0,1301,1.90569,13,0,0,6,0,0,2080,1.703077,13,0,0,7,0,0,2215,2.028097,13,0,0,8,0,0,2135,2.340356,13,0,0,9,1,0,1840
4559,1.323827,12,0,0,5,0,0,2355,1.450833,12,0,0,6,1,0,2250,1.297351,12,0,0,7,1,0,2260,1.393659,12,0,0,8,1,0,2536,1.005259,12,0,0,9,1,0,2815,1.491696,12,0,0,10,1,0,2050,1.568892,12,0,0,11,1,0,2000,1.59915,12,0,0,12,1,0,2188
4563,0.890584,11,0,0,1,0,1,1816,0.9270628,11,0,0,2,0,0,2216,1.101958,11,0,0,3,0,0,2373,1.04788,11,0,0,4,0,0,2915,1.760508,11,0,0,5,0,0,1443,1.310138,11,0,0,6,1,0,2552,1.667332,11,0,0,7,1,0,2125,1.711748,11,0,0,8,1,1,1725
4569,2.26702,12,0,0,1,0,1,1160,2.125205,12,0,0,2,0,1,2080,2.073496,12,0,0,3,1,1,2080,2.043864,12,0,0,4,0,1,2080,2.367185,12,0,0,5,0,1,1640,2.129068,12,0,0,6,0,1,2170,2.033576,12,0,0,7,1,1,2080,2.035432,12,0,0,8,1,1,2080
4603,2.055204,11,0,0,2,0,1,2040,1.997862,11,0,0,3,0,1,1736,2.03881,11,0,0,4,0,1,1664,2.174104,11,0,0,5,0,1,1577,1.988279,11,0,0,6,0,1,1647,1.921912,11,0,0,7,0,1,2274,2.035287,11,0,0,8,0,1,2336,1.853912,11,0,0,9,0,1,2494
4607,-0.696018,13,0,0,2,0,0,1420,1.718974,13,0,0,3,0,0,717,1.805757,13,0,0,4,0,0,865,1.236358,13,0,0,5,0,0,1060,1.83875,13,0,0,6,0,0,1112,1.615744,13,0,0,7,0,0,1880,1.582991,13,0,0,8,1,0,2040,1.948359,13,0,0,9,1,1,2360
4633,1.759467,12,0,0,3,0,0,2285,1.423336,12,0,0,4,0,0,2120,1.446898,12,0,0,5,0,0,2123,1.547218,12,0,0,6,0,0,2175,1.543262,12,0,0,7,0,0,2092,1.51421,12,0,0,8,1,0,3270,1.518912,12,0,0,9,1,0,3770,2.559309,12,0,0,10,1,1,2710
4676,0.636215,10,0,0,2,0,0,2342,0.8620211,10,0,0,3,0,0,2196,1.06416,10,0,0,4,0,0,1764,1.350717,10,0,0,5,0,0,2080,1.492267,10,0,0,6,0,0,2170,1.53485,10,0,0,7,0,0,2184,1.732522,10,0,0,8,0,0,2108,1.877294,10,0,0,9,0,0,2144
4701,1.595672,12,0,0,2,0,0,1615,1.793051,12,0,0,3,0,0,2064,1.815667,12,0,0,4,0,0,2080,2.11692,12,0,0,5,0,0,2285,2.389487,12,0,0,6,0,0,2340,2.489422,12,0,0,7,1,0,2130,2.506181,12,0,0,8,1,0,2080,2.600746,12,0,0,9,1,0,2080
4716,0.9417034,12,0,0,3,1,0,3451,1.243194,12,0,0,4,1,1,2100,1.380348,12,0,0,5,1,1,2080,1.140937,12,0,0,6,1,1,2892,1.474907,12,0,0,7,1,1,2080,1.47828,12,0,0,8,1,1,2080,1.596362,12,0,0,9,1,1,2080,1.706928,12,0,0,10,1,1,2080
4720,2.089854,12,0,0,5,1,1,2080,2.179983,12,0,0,6,1,0,2080,2.349749,12,0,0,7,1,1,2080,2.171697,12,0,0,8,1,1,2080,2.281383,12,0,0,9,1,1,2000,2.207794,12,0,0,10,1,1,2080,2.25672,12,0,0,11,1,0,2080,2.217754,12,0,0,12,1,1,2080
4759,1.790407,12,0,0,4,0,1,1920,1.871802,12,0,0,5,1,1,1600,1.328815,12,0,0,6,1,1,2190,1.657751,12,0,0,7,1,1,2782,1.774946,12,0,0,8,1,1,2252,1.85112,12,0,0,9,1,1,2080,1.900045,12,0,0,10,1,1,2080,1.952051,12,0,0,11,1,0,2080
4791,1.961678,12,0,0,5,1,1,2240,1.654558,12,0,0,6,1,1,2600,1.76421,12,0,0,7,1,1,2280,1.700092,12,0,0,8,1,1,2400,1.781913,12,0,0,9,1,1,2460,1.752319,12,0,0,10,1,1,2460,1.865783,12,0,0,11,1,1,2460,1.767781,12,0,0,12,1,1,3262
4811,0.7321422,12,0,0,2,0,0,1532,0.9762421,12,0,0,3,0,0,1748,0.745056,12,0,0,4,0,0,1856,1.059994,12,0,0,5,0,0,2276,1.578017,12,0,0,6,0,1,2740,1.730497,12,0,0,7,0,0,2634,1.723421,12,0,0,8,0,0,2600,1.934613,12,0,0,9,0,1,2600
4828,0.9885614,11,0,0,2,0,0,1416,1.501264,11,0,0,3,0,0,2175,1.801637,11,0,0,4,0,1,3040,1.097417,11,0,0,5,0,0,2436,1.02862,11,0,0,6,0,0,3250,1.336743,11,0,0,7,0,0,1420,1.711493,11,0,0,8,1,0,1794,1.118541,11,0,0,9,1,0,1665
4857,1.139698,14,0,0,3,0,0,1274,0.7507763,14,0,0,4,0,0,1888,0.9806693,14,0,0,5,0,0,1692,1.072284,14,0,0,6,0,0,1249,0.7042202,14,0,0,7,0,0,1729,0.6867676,14,0,0,8,1,0,1700,1.546273,14,0,0,9,1,0,1070,1.524607,14,0,0,10,1,0,832
4858,1.286322,12,0,0,2,0,0,1956,1.64825,12,0,0,3,0,1,1693,2.296639,12,0,0,4,1,0,2080,2.285026,12,0,0,5,1,0,2080,2.520876,12,0,0,6,1,0,2080,2.513176,12,0,0,7,1,0,2080,2.593192,12,0,0,8,1,0,2080,2.577757,12,0,0,9,1,0,2080
4859,1.326878,12,0,0,2,0,0,540,1.063067,12,0,0,3,0,0,1050,0.9973562,12,0,0,4,0,0,2080,1.196187,12,0,0,5,0,0,1920,1.261333,12,0,0,6,0,0,2080,1.273485,12,0,0,7,0,0,2080,1.340429,12,0,0,8,0,0,2080,1.342285,12,0,0,9,0,0,2080
4866,1.695886,14,0,0,2,0,1,1948,1.817077,14,0,0,3,1,1,2080,1.929545,14,0,0,4,1,1,2140,1.967783,14,0,0,5,1,1,2122,2.259862,14,0,0,6,1,1,2080,2.430938,14,0,0,7,1,1,2080,2.410871,14,0,0,8,0,1,2080,2.454143,14,0,0,9,0,1,2080
4881,1.37308,14,0,0,2,1,0,2466,1.502828,14,0,0,3,1,0,2136,1.255562,14,0,0,4,1,0,1928,1.362728,14,0,0,5,1,0,2242,1.675361,14,0,0,6,1,0,2095,1.820029,14,0,0,7,1,0,2080,1.900045,14,0,0,8,1,0,2080,1.895961,14,0,0,9,1,0,2200
4884,1.575833,12,0,0,4,0,0,2288,1.570217,12,0,0,5,0,0,2288,1.52271,12,0,0,6,1,0,2132,1.543916,12,0,0,7,1,0,2416,1.680931,12,0,0,8,1,0,2168,1.765962,12,0,0,9,1,1,2080,1.745894,12,0,0,10,1,1,2080,1.760996,12,0,0,11,1,1,2080
4888,1.466943,12,0,0,2,0,1,2202,1.434721,12,0,0,3,1,1,2096,1.392662,12,0,0,4,1,0,2260,1.481745,12,0,0,5,1,1,2288,1.091682,12,0,0,6,1,1,3856,1.447708,12,0,0,7,1,0,3336,1.240995,12,0,0,8,1,0,4212,1.410911,12,0,0,9,1,0,3418
4901,1.168766,11,0,0,4,1,1,1760,1.225026,11,0,0,5,1,1,1880,1.027527,11,0,0,6,1,1,1480,1.378009,11,0,0,7,1,1,1840,1.710221,11,0,0,8,1,1,1960,1.562236,11,0,0,9,1,1,2550,1.576818,11,0,0,10,1,1,2600,1.537852,11,0,0,11,0,1,2600
4917,1.199538,12,0,0,4,0,0,2080,0.8992493,12,0,0,5,0,0,3255,1.012074,12,0,0,6,0,0,2465,1.193531,12,0,0,7,0,0,2080,1.295228,12,0,0,8,0,0,2080,1.439539,12,0,0,9,0,0,2080,0.5823878,12,0,0,10,0,0,2080,1.326156,12,0,0,11,0,0,2080
4926,1.652022,12,0,0,4,0,1,2188,1.596134,12,0,0,5,1,1,2270,1.516631,12,0,0,6,1,0,2475,1.625449,12,0,0,7,1,1,2586,1.492244,12,0,0,8,1,0,2516,1.432757,12,0,0,9,1,0,2580,1.46584,12,0,0,10,1,0,2370,1.861079,12,0,0,11,1,1,2080
4982,0.8883838,9,0,0,4,0,0,910,1.069198,9,0,0,5,0,0,1840,1.380348,9,0,0,6,0,0,2080,1.255406,9,0,0,7,0,0,2080,1.394864,9,0,0,8,0,0,2080,1.273485,9,0,0,9,1,0,2080,1.102018,9,0,0,10,1,0,1760,1.060782,9,0,0,11,1,0,2205
5017,1.886376,13,0,0,1,0,0,2120,2.048726,13,0,0,2,0,0,2248,2.348602,13,0,0,3,0,0,2226,2.400539,13,0,0,4,1,0,2184,2.493477,13,0,0,5,1,0,2184,2.515679,13,0,0,6,0,0,2184,2.567932,13,0,0,7,0,0,2184,2.545115,13,0,0,8,1,0,2184
5033,1.948775,12,0,0,2,0,0,2080,2.201489,12,0,0,3,0,0,2080,2.366843,12,0,0,4,0,0,2080,2.309718,12,0,0,5,0,0,2080,2.119264,12,0,0,6,1,0,2520,2.501908,12,0,0,7,1,0,2170,2.321258,12,0,0,8,1,0,2080,2.454143,12,0,0,9,1,0,2080
5048,0.5101718,11,0,0,3,0,0,2816,1.096115,11,0,0,4,0,0,3208,1.243191,11,0,0,5,0,0,1952,1.307119,11,0,0,6,1,0,2864,1.492503,11,0,0,7,1,0,3380,1.692905,11,0,0,8,1,0,3170,2.027793,11,0,0,9,0,0,3295,2.344943,11,0,0,10,0,0,3480
5122,0.874741,12,0,0,3,1,0,1845,1.699294,12,0,0,4,1,0,2340,2.042724,12,0,0,5,1,0,2340,1.970533,12,0,0,6,1,0,2340,2.288682,12,0,0,7,1,0,2340,1.989663,12,0,0,8,1,0,2587,1.954734,12,0,0,9,1,0,2682,1.859542,12,0,0,10,1,0,2480
5141,2.154514,12,0,1,2,1,0,2155,1.900459,12,0,1,3,1,0,2392,2.017406,12,0,1,4,1,0,2400,1.184428,12,0,1,5,1,0,2233,1.390643,12,0,1,6,1,0,2611,2.296206,12,0,1,7,1,0,2380,2.321258,12,0,1,8,1,0,2145,2.350827,12,0,1,9,1,0,2185
5147,2.05594,12,0,1,4,1,1,2265,2.129052,12,0,1,5,1,0,2379,2.278132,12,0,1,6,1,1,2350,2.053914,12,0,1,7,1,1,2340,1.866688,12,0,1,8,1,1,2379,2.334869,12,0,1,9,1,1,2486,2.531663,12,0,1,10,1,1,2370,2.466854,12,0,1,11,0,1,2378
5158,1.823693,11,0,0,3,0,0,1960,1.817077,11,0,0,4,1,0,2080,1.58085,11,0,0,5,1,0,2940,1.73763,11,0,0,6,1,0,2440,2.073941,11,0,0,7,0,0,1670,1.784792,11,0,0,8,0,0,1134,1.799961,11,0,0,9,0,0,2080,2.176106,11,0,0,10,0,0,2154
5221,1.374715,14,0,1,3,0,0,2060,1.609438,14,0,1,4,0,1,2080,1.547403,14,0,1,5,1,1,2080,1.591879,14,0,1,6,1,1,2080,1.800329,14,0,1,7,1,0,2080,1.820029,14,0,1,8,1,0,2080,1.799961,14,0,1,9,1,1,2080,2.362335,14,0,1,10,0,0,1440
5223,1.541165,12,0,0,3,0,0,2396,1.805605,12,0,0,4,0,0,2104,1.975682,12,0,0,5,0,0,2080,1.791939,12,0,0,6,0,0,2980,1.855317,12,0,0,7,0,0,2580,1.275378,12,0,0,8,0,0,2831,1.557581,12,0,0,9,0,0,2511,1.134646,12,0,0,10,0,0,2560
5227,2.691193,12,0,0,5,0,0,720,0.4462871,12,0,0,6,0,0,4096,1.547403,12,0,0,7,0,0,2080,1.727121,12,0,0,8,0,1,2336,1.07302,12,0,0,9,0,0,1674,1.770781,12,0,0,10,0,0,2070,2.030622,12,0,0,11,1,0,2260,1.907599,12,0,0,12,1,0,2080
5248,1.137845,14,0,0,2,0,0,3120,1.089582,14,0,0,3,0,0,2640,2.030118,14,0,0,4,0,0,938,1.044562,14,0,0,5,0,1,2720,1.12977,14,0,0,6,0,0,2856,1.195634,14,0,0,7,0,0,3066,1.574935,14,0,0,8,0,0,2742,1.907198,14,0,0,9,1,0,2270
5252,0.4112994,10,0,0,2,0,0,1525,1.683546,10,0,0,3,0,0,2080,1.279445,10,0,0,4,0,0,2510,1.59812,10,0,0,5,1,0,2510,1.232993,10,0,0,6,1,1,3872,1.472288,10,0,0,7,1,0,2480,1.219801,10,0,0,8,1,0,3520,1.669188,10,0,0,9,1,0,2400
5263,1.630321,14,0,0,3,0,0,2080,1.593934,14,0,0,4,1,0,2080,1.656602,14,0,0,5,1,0,2080,1.786035,14,0,0,6,1,0,2080,1.603409,14,0,0,7,1,0,2392,1.678498,14,0,0,8,1,0,2144,1.851255,14,0,0,9,1,0,2080,1.529426,14,0,0,10,1,0,2760
5274,1.66573,12,0,0,2,0,0,1840,2.900422,12,0,0,3,1,0,220,1.764315,12,0,0,4,1,0,644,1.339218,12,0,0,5,1,0,3443,1.533066,12,0,0,6,1,0,3774,1.797214,12,0,0,7,1,0,3920,1.689169,12,0,0,8,1,0,3669,3.312527,12,0,0,9,1,1,2320
5335,1.448,12,0,0,3,0,0,2080,1.817077,12,0,0,4,1,0,2080,1.755042,12,0,0,5,1,0,2080,1.453232,12,0,0,6,1,0,2560,1.492421,12,0,0,7,1,0,2830,1.053295,12,0,0,8,1,0,3535,1.50271,12,0,0,9,1,0,2800,1.483785,12,0,0,10,1,1,2600
5345,1.516208,12,0,0,2,0,0,1360,0.8209805,12,0,0,3,0,0,1760,1.256051,12,0,0,4,0,0,1820,1.109858,12,0,0,5,0,0,2045,1.394864,12,0,0,6,0,0,2080,1.420649,12,0,0,7,0,0,2285,1.977487,12,0,0,8,0,0,2750,1.963839,12,0,0,9,1,0,2860
5359,0.2440268,12,0,0,4,0,0,2080,1.000915,12,0,0,5,0,0,2080,0.9820344,12,0,0,6,0,0,1855,1.060434,12,0,0,7,0,0,1820,1.024894,12,0,0,8,0,0,1882,1.099071,12,0,0,9,0,0,1846,1.281428,12,0,0,10,0,0,1949,1.121921,12,0,0,11,0,0,2012
5368,1.117427,12,0,0,1,0,0,1129,0.7532511,12,0,0,2,0,0,1695,1.300583,12,0,0,3,1,0,983,1.453692,12,0,0,4,1,0,2900,1.50476,12,0,0,5,1,0,2640,1.48566,12,0,0,6,1,0,2600,1.601324,12,0,0,7,1,0,2270,1.506669,12,0,0,8,1,0,2400
5377,1.528042,12,0,0,2,0,0,960,1.632253,12,0,0,3,0,0,2080,1.635695,12,0,0,4,0,0,2080,1.72541,12,0,0,5,0,0,2080,1.509296,12,0,0,6,0,0,2330,1.490893,12,0,0,7,0,0,2130,1.563573,12,0,0,8,0,0,2080,1.524607,12,0,0,9,0,0,2080
5390,1.599236,14,0,0,2,1,0,2396,1.323711,14,0,0,3,1,0,2555,1.517035,14,0,0,4,1,0,2474,1.463786,14,0,0,5,1,0,2702,1.557502,14,0,0,6,1,0,2799,1.583134,14,0,0,7,1,0,2636,1.572749,14,0,0,8,1,0,2748,1.607494,14,0,0,9,1,0,2808
5419,0.6518986,11,0,0,2,0,0,1660,0.9135168,11,0,0,3,0,0,1444,0.6535847,11,0,0,4,0,0,1760,1.195536,11,0,0,5,0,0,1590,1.626086,11,0,0,6,0,0,2022,1.819571,11,0,0,7,0,0,2300,1.936413,11,0,0,8,1,1,2340,2.008278,11,0,0,9,1,1,2180
5435,1.119496,11,0,0,2,0,0,2600,1.260981,11,0,0,3,0,0,2216,1.193231,11,0,0,4,0,0,2280,1.203873,11,0,0,5,1,0,2190,1.399324,11,0,0,6,1,0,2088,1.290794,11,0,0,7,1,0,2416,1.28071,11,0,0,8,1,0,2576,1.301463,11,0,0,9,1,0,2600
5437,1.562143,12,0,0,2,1,0,1928,1.468571,12,0,0,3,1,0,2064,1.297461,12,0,0,4,1,0,2080,1.296785,12,0,0,5,1,0,2315,1.450801,12,0,0,6,1,0,3065,1.522143,12,0,0,7,1,0,2905,1.614381,12,0,0,8,1,0,2860,1.830967,12,0,0,9,1,0,2705
5497,1.339523,12,0,0,2,1,0,2080,1.486836,12,0,0,3,1,0,2080,1.520969,12,0,0,4,1,0,2300,1.407397,12,0,0,5,1,0,2555,1.324928,12,0,0,6,1,0,3030,1.387896,12,0,0,7,1,0,3120,1.623737,12,0,0,8,1,0,2520,1.390475,12,0,0,9,1,0,3330
5525,1.093605,8,0,0,5,0,0,2265,1.412752,8,0,0,6,0,0,1753,1.235464,8,0,0,7,0,0,1530,1.2994,8,0,0,8,0,0,2090,1.033851,8,0,0,9,1,0,2860,1.323134,8,0,0,10,1,0,2645,1.55015,8,0,0,11,1,0,2600,1.563827,8,0,0,12,1,0,2600
5529,1.264077,10,0,0,4,1,0,2000,1.339337,10,0,0,5,1,0,2725,1.72527,10,0,0,6,1,0,1875,1.597813,10,0,0,7,1,0,1920,1.698051,10,0,0,8,1,0,1920,1.765962,10,0,0,9,1,0,2080,2.004765,10,0,0,10,1,0,1784,2.036269,10,0,0,11,1,0,1912
5531,1.648328,12,0,0,5,0,0,2128,1.53533,12,0,0,6,0,0,2240,1.530609,12,0,0,7,0,0,2522,1.830059,12,0,0,8,0,0,2810,2.057706,12,0,0,9,1,0,2680,2.235965,12,0,0,10,1,0,2600,2.393579,12,0,0,11,1,0,2600,2.176932,12,0,0,12,1,0,2600
5579,1.288369,10,0,0,2,0,0,1220,1.512708,10,0,0,3,0,0,2115,1.26599,10,0,0,4,0,0,2120,1.350717,10,0,0,5,0,0,2080,1.474907,10,0,0,6,1,0,2080,1.482772,10,0,0,7,1,0,2040,1.563573,10,0,0,8,1,0,2080,1.628366,10,0,0,9,1,0,2080
5588,1.412319,9,0,0,8,0,0,1940,1.984131,9,0,0,9,1,0,2200,1.66952,9,0,0,10,1,0,3965,1.138881,9,0,0,11,1,0,3973,1.474291,9,0,0,12,1,0,3900,1.477153,9,0,0,13,1,0,1743,2.688983,9,0,0,14,1,0,630,1.368434,9,0,0,15,1,1,3080
5599,1.998046,14,0,0,2,0,0,1920,1.609438,14,0,0,3,1,0,2080,1.691572,14,0,0,4,1,0,1870,1.875497,14,0,0,5,1,0,1902,1.778123,14,0,0,6,1,0,2044,1.872391,14,0,0,7,1,0,1870,1.782618,14,0,0,8,1,0,2005,1.822239,14,0,0,9,1,0,2080
5650,1.178511,11,0,0,2,0,0,1634,1.427116,11,0,0,3,0,1,1920,1.426978,11,0,0,4,0,0,1895,1.656075,11,0,0,5,0,1,2508,1.87948,11,0,0,6,0,0,2242,1.632911,11,0,0,7,1,0,2112,1.784046,11,0,0,8,1,0,2080,1.581482,11,0,0,9,1,1,2620
5660,1.845683,12,0,0,2,1,0,2448,1.785477,12,0,0,3,1,0,2395,2.006314,12,0,0,4,1,0,2629,1.94939,12,0,0,5,1,0,2390,2.017014,12,0,0,6,1,0,2140,1.957906,12,0,0,7,0,0,2470,1.983336,12,0,0,8,0,0,2415,2.030978,12,0,0,9,0,0,2340
5665,1.429768,14,0,0,3,0,0,2203,1.294198,14,0,0,4,0,0,1864,1.585143,14,0,0,5,0,0,2080,1.34188,14,0,0,6,0,1,2480,1.256319,14,0,0,7,0,1,2190,1.180582,14,0,0,8,0,0,2490,1.165345,14,0,0,9,0,0,2478,1.276145,14,0,0,10,0,1,3200
5666,1.676231,14,0,0,1,0,0,1490,1.500957,14,0,0,2,0,0,1605,1.690503,14,0,0,3,1,0,2080,1.669321,14,0,0,4,1,0,2200,1.682546,14,0,0,5,1,0,2600,1.910543,14,0,0,6,1,0,2600,1.884245,14,0,0,7,1,0,2415,2.189984,14,0,0,8,1,0,2495
5698,1.712971,12,0,0,4,0,0,1915,1.810109,12,0,0,5,1,0,1440,1.46736,12,0,0,6,1,1,2080,1.740914,12,0,0,7,1,1,1920,1.713318,12,0,0,8,1,1,2080,2.133687,12,0,0,9,1,1,2080,2.074398,12,0,0,10,1,1,2080,2.112393,12,0,0,11,1,1,2080
